Date,High,Low,Open,Close,Volume,Adj Close
2020-02-04,968.989990234375,833.8800048828125,882.9600219726562,887.0599975585938,60938800,887.0599975585938
2020-02-05,845.97998046875,704.1099853515625,823.260009765625,734.7000122070312,48423800,734.7000122070312
2020-02-06,795.8300170898438,687.0,699.9199829101562,748.9600219726562,39880800,748.9600219726562
