Date,High,Low,Open,Close,Volume,Adj Close
2019-07-24,266.07000732421875,258.1600036621094,259.1700134277344,264.8800048828125,11072800,264.8800048828125
2019-07-25,234.5,225.5500030517578,233.5,228.82000732421875,22418300,228.82000732421875
2019-07-26,230.25999450683594,222.25,226.9199981689453,228.0399932861328,10027700,228.0399932861328
