Date,High,Low,Open,Close,Volume,Adj Close
2019-11-21,360.8399963378906,354,354.510009765625,354.8299865722656,6110000,354.8299865722656
2019-11-22,341.0,330,340.1600036621094,333.0400085449219,16870600,333.0400085449219
2019-11-25,344.570007,334.459991,344.320007,336.339996,12339500,336.339996
